class_id,class_name,support_pixels,support_pct,predicted_pixels,precision,recall,f1_score,iou,dice
0,Background,659,0.00035580306923178325,0,0.0,0.0,0.0,0.0,0.0
1,Farmland,74602255,40.278772838561686,31663150,0.4177957025753913,0.1773234334538547,0.24897525210580054,0.1421883113903563,0.24897525210580054
2,City,10358396,5.592638981969995,34177341,0.052274722015384405,0.17247950358337333,0.08023269043465027,0.04179292460856393,0.08023269043465027
3,Village,12522229,6.760921869231024,0,0.0,0.0,0.0,0.0,0.0
4,Water,26681784,14.40585833046963,0,0.0,0.0,0.0,0.0,0.0
5,Forest,56074400,30.27533175315737,119374325,0.3018144479560408,0.6425195097941306,0.4107057033329823,0.2584201706344081,0.4107057033329823
6,Road,1318305,0.7117708121147285,0,0.0,0.0,0.0,0.0,0.0
7,Others,3656788,1.9743496114263341,0,0.0,0.0,0.0,0.0,0.0
